L/2,density,probability_of_spread,south_wind_speed,west_wind_speed,big_jumps,percentage_burned,giant_component
250.0,50.0,100.0,0.0,0.0,false,1.6370379843969818,2048.0
250.0,60.0,100.0,0.0,0.0,false,75.61315126607451,114070.0
250.0,70.0,100.0,0.0,0.0,false,98.51465114820999,172841.0
250.0,80.0,100.0,0.0,0.0,false,100.0405103301342,200030.0
250.0,90.0,100.0,0.0,0.0,false,100.20619562421844,225979.0
300.0,10.0,100.0,0.0,0.0,false,1.8906802550608413,679.0
300.0,20.0,100.0,0.0,0.0,false,1.0499637943519189,754.0
300.0,30.0,100.0,0.0,0.0,false,0.8548199767711963,920.0
300.0,40.0,100.0,0.0,0.0,false,0.9499226323056961,1369.0
300.0,50.0,100.0,0.0,0.0,false,1.5672435570722627,2829.0
300.0,60.0,100.0,0.0,0.0,false,77.30031549827447,167097.0
300.0,70.0,100.0,0.0,0.0,false,98.48059127746845,248501.0
300.0,80.0,100.0,0.0,0.0,false,99.98959666260937,288339.0
300.0,90.0,100.0,0.0,0.0,false,100.17283661548319,325145.0
350.0,10.0,100.0,0.0,0.0,false,1.5429142123392372,757.0
350.0,20.0,100.0,0.0,0.0,false,0.9165445963541666,901.0
350.0,30.0,100.0,0.0,0.0,false,0.7409070498428378,1089.0
350.0,40.0,100.0,0.0,0.0,false,0.7634210647097521,1497.0
350.0,50.0,100.0,0.0,0.0,false,1.138369831568561,2792.0
350.0,60.0,100.0,0.0,0.0,false,71.5268771939354,210691.0
350.0,70.0,100.0,0.0,0.0,false,98.48677783979906,338763.0
350.0,80.0,100.0,0.0,0.0,false,99.94875481857676,392031.0
350.0,90.0,100.0,0.0,0.0,false,100.1443491167101,442622.0
400.0,10.0,100.0,0.0,0.0,false,1.4026556947821207,900.0
400.0,20.0,100.0,0.0,0.0,false,0.7932727968331551,1016.0
400.0,30.0,100.0,0.0,0.0,false,0.6425778097157349,1234.0
400.0,40.0,100.0,0.0,0.0,false,0.6851212422699519,1756.0
400.0,50.0,100.0,0.0,0.0,false,1.0708281216370912,3433.0
400.0,60.0,100.0,0.0,0.0,false,74.64968119754315,287193.0
400.0,70.0,100.0,0.0,0.0,false,98.37734392948192,441064.0
400.0,80.0,100.0,0.0,0.0,false,99.9432323610656,512325.0
400.0,90.0,100.0,0.0,0.0,false,100.13071578159023,577578.0
450.0,10.0,100.0,0.0,0.0,false,1.2421670696205656,1007.0
450.0,20.0,100.0,0.0,0.0,false,0.7051942523275112,1143.0
450.0,30.0,100.0,0.0,0.0,false,0.5997093810802158,1461.0
450.0,40.0,100.0,0.0,0.0,false,0.6265316929594463,2035.0
450.0,50.0,100.0,0.0,0.0,false,0.9185230544348367,3720.0
450.0,60.0,100.0,0.0,0.0,false,72.33407200054219,352204.0
450.0,70.0,100.0,0.0,0.0,false,98.44714591088213,559103.0
450.0,80.0,100.0,0.0,0.0,false,99.92659894031075,648016.0
450.0,90.0,100.0,0.0,0.0,false,100.11127113569187,730561.0
500.0,10.0,100.0,0.0,0.0,false,1.1247799667836862,1131.0
500.0,20.0,100.0,0.0,0.0,false,0.6336876533115291,1271.0
500.0,30.0,100.0,0.0,0.0,false,0.5281737045424271,1586.0
500.0,40.0,100.0,0.0,0.0,false,0.5074863589661742,2035.0
500.0,50.0,100.0,0.0,0.0,false,0.9607138787773386,4806.0
500.0,60.0,100.0,0.0,0.0,false,73.2721625964813,440003.0
500.0,70.0,100.0,0.0,0.0,false,98.38727851287881,689806.0
500.0,80.0,100.0,0.0,0.0,false,99.9206756684168,799876.0
500.0,90.0,100.0,0.0,0.0,false,100.09748276842181,901550.0
50.0,10.0,100.0,0.0,0.0,false,10.66925315227934,110.0
50.0,20.0,100.0,0.0,0.0,false,6.40655105973025,133.0
50.0,30.0,100.0,0.0,0.0,false,6.4162234042553195,193.0
50.0,40.0,100.0,0.0,0.0,false,4.255842558425584,173.0
50.0,50.0,100.0,0.0,0.0,false,7.287369868395207,371.0
50.0,60.0,100.0,0.0,0.0,false,86.04651162790698,5328.0
50.0,70.0,100.0,0.0,0.0,false,99.81651376146789,7072.0
50.0,80.0,100.0,0.0,0.0,false,100.90796019900496,8113.0
50.0,90.0,100.0,0.0,0.0,false,101.09613065877451,9223.0
100.0,10.0,100.0,0.0,0.0,false,5.83354287151119,232.0
100.0,20.0,100.0,0.0,0.0,false,3.34410740924913,269.0
100.0,30.0,100.0,0.0,0.0,false,2.509347735770669,302.0
100.0,40.0,100.0,0.0,0.0,false,2.4385668730069407,390.0
100.0,50.0,100.0,0.0,0.0,false,4.886954781912765,977.0
100.0,60.0,100.0,0.0,0.0,false,69.27658518426604,16749.0
100.0,70.0,100.0,0.0,0.0,false,98.59858075098956,27650.0
100.0,80.0,100.0,0.0,0.0,false,100.38456767150477,32368.0
100.0,90.0,100.0,0.0,0.0,false,100.54416883045137,36399.0
150.0,10.0,100.0,0.0,0.0,false,3.643410852713178,329.0
150.0,20.0,100.0,0.0,0.0,false,2.025469316061039,369.0
150.0,30.0,100.0,0.0,0.0,false,1.7678623934137019,481.0
150.0,40.0,100.0,0.0,0.0,false,1.788044534525363,644.0
150.0,50.0,100.0,0.0,0.0,false,2.892717340823142,1308.0
150.0,60.0,100.0,0.0,0.0,false,53.15520920308007,28648.0
150.0,70.0,100.0,0.0,0.0,false,98.43693144963534,62221.0
150.0,80.0,100.0,0.0,0.0,false,100.22993282083246,72361.0
150.0,90.0,100.0,0.0,0.0,false,100.36287148199175,81591.0
200.0,10.0,100.0,0.0,0.0,false,2.709976217298786,433.0
200.0,20.0,100.0,0.0,0.0,false,1.5975632498290544,514.0
200.0,30.0,100.0,0.0,0.0,false,1.3020184400697732,627.0
200.0,40.0,100.0,0.0,0.0,false,1.323334114522303,847.0
200.0,50.0,100.0,0.0,0.0,false,2.3304715689934055,1873.0
200.0,60.0,100.0,0.0,0.0,false,63.59614884205048,61100.0
200.0,70.0,100.0,0.0,0.0,false,98.34548488715565,110203.0
200.0,80.0,100.0,0.0,0.0,false,100.06940707640237,128318.0
200.0,90.0,100.0,0.0,0.0,false,100.2624072227761,144811.0
250.0,10.0,100.0,0.0,0.0,false,2.2508166679945822,565.0
250.0,20.0,100.0,0.0,0.0,false,1.2715603690332933,634.0
250.0,30.0,100.0,0.0,0.0,false,1.0000133157565347,751.0
250.0,40.0,100.0,0.0,0.0,false,1.0566263856985918,1058.0
250.0,50.0,100.0,0.0,0.0,false,1.5572938723003045,1949.0
250.0,60.0,100.0,0.0,0.0,false,75.01959533963041,112939.0
250.0,70.0,100.0,0.0,0.0,false,98.57348596540163,173167.0
250.0,80.0,100.0,0.0,0.0,false,100.0394009067196,200582.0
250.0,90.0,100.0,0.0,0.0,false,100.21454756617064,226075.0
300.0,10.0,100.0,0.0,0.0,false,1.8468418727915195,669.0
300.0,20.0,100.0,0.0,0.0,false,1.0979328093093514,785.0
300.0,30.0,100.0,0.0,0.0,false,0.7866173609125868,853.0
300.0,40.0,100.0,0.0,0.0,false,1.0039617287291245,1447.0
300.0,50.0,100.0,0.0,0.0,false,1.2978646599838948,2337.0
300.0,60.0,100.0,0.0,0.0,false,74.19158023184869,160512.0
300.0,70.0,100.0,0.0,0.0,false,98.55592234317848,248697.0
300.0,80.0,100.0,0.0,0.0,false,100.00831540324509,288645.0
300.0,90.0,100.0,0.0,0.0,false,100.17373946473458,325188.0
350.0,10.0,100.0,0.0,0.0,false,1.6015688838045432,784.0
350.0,20.0,100.0,0.0,0.0,false,0.9191308174941913,898.0
350.0,30.0,100.0,0.0,0.0,false,0.7276358967042375,1071.0
350.0,40.0,100.0,0.0,0.0,false,0.8220670277314004,1615.0
350.0,50.0,100.0,0.0,0.0,false,1.2155677402009109,2984.0
350.0,60.0,100.0,0.0,0.0,false,79.31911344379685,233943.0
350.0,70.0,100.0,0.0,0.0,false,98.50864404461555,338522.0
350.0,80.0,100.0,0.0,0.0,false,99.98217387096938,392612.0
350.0,90.0,100.0,0.0,0.0,false,100.14649443570207,442302.0
400.0,10.0,100.0,0.0,0.0,false,1.3861909275979425,892.0
400.0,20.0,100.0,0.0,0.0,false,0.7759841845550349,997.0
400.0,30.0,100.0,0.0,0.0,false,0.6131802468363341,1176.0
400.0,40.0,100.0,0.0,0.0,false,0.6268957756569751,1610.0
400.0,50.0,100.0,0.0,0.0,false,1.057299838107799,3383.0
400.0,60.0,100.0,0.0,0.0,false,66.7852241566723,257435.0
400.0,70.0,100.0,0.0,0.0,false,98.38732676796934,441582.0
400.0,80.0,100.0,0.0,0.0,false,99.9471465989519,512468.0
400.0,90.0,100.0,0.0,0.0,false,100.1270032947986,577095.0
450.0,10.0,100.0,0.0,0.0,false,1.2474114978798936,1012.0
450.0,20.0,100.0,0.0,0.0,false,0.7049426231026118,1142.0
450.0,30.0,100.0,0.0,0.0,false,0.5870090197940102,1422.0
450.0,40.0,100.0,0.0,0.0,false,0.557983359257339,1808.0
450.0,50.0,100.0,0.0,0.0,false,0.7493882670735833,3035.0
450.0,60.0,100.0,0.0,0.0,false,68.99918231835346,335848.0
450.0,70.0,100.0,0.0,0.0,false,98.45463854764527,559563.0
450.0,80.0,100.0,0.0,0.0,false,99.92359933395872,648713.0
450.0,90.0,100.0,0.0,0.0,false,100.11384793696851,730752.0
500.0,10.0,100.0,0.0,0.0,false,1.0958794931059217,1100.0
500.0,20.0,100.0,0.0,0.0,false,0.6425638697511062,1288.0
500.0,30.0,100.0,0.0,0.0,false,0.5124809067584252,1540.0
500.0,40.0,100.0,0.0,0.0,false,0.5523672704246996,2207.0
500.0,50.0,100.0,0.0,0.0,false,0.7293680609566158,3648.0
500.0,60.0,100.0,0.0,0.0,false,74.5054234741221,447227.0
500.0,70.0,100.0,0.0,0.0,false,98.38160622797449,688990.0
500.0,80.0,100.0,0.0,0.0,false,99.92348833290689,800572.0
500.0,90.0,100.0,0.0,0.0,false,100.09924621720934,901684.0
50.0,10.0,100.0,0.0,0.0,false,11.542390194075587,113.0
50.0,20.0,100.0,0.0,0.0,false,6.8359375,140.0
50.0,30.0,100.0,0.0,0.0,false,5.170068027210884,152.0
50.0,40.0,100.0,0.0,0.0,false,5.362933399850337,215.0
50.0,50.0,100.0,0.0,0.0,false,5.95921599683231,301.0
50.0,60.0,100.0,0.0,0.0,false,84.18782147005143,5074.0
50.0,70.0,100.0,0.0,0.0,false,99.47270913495797,6980.0
50.0,80.0,100.0,0.0,0.0,false,101.01034992607197,8198.0
50.0,90.0,100.0,0.0,0.0,false,101.112457319088,9180.0
100.0,10.0,100.0,0.0,0.0,false,5.51025450951322,223.0
100.0,20.0,100.0,0.0,0.0,false,3.206636127274978,259.0
100.0,30.0,100.0,0.0,0.0,false,2.5443835392293215,311.0
100.0,40.0,100.0,0.0,0.0,false,3.5250692094740077,573.0
100.0,50.0,100.0,0.0,0.0,false,4.4799048515783735,904.0
100.0,60.0,100.0,0.0,0.0,false,55.964868464868466,13445.0
100.0,70.0,100.0,0.0,0.0,false,98.9906528769947,27853.0
100.0,80.0,100.0,0.0,0.0,false,100.40722434642046,32300.0
100.0,90.0,100.0,0.0,0.0,false,100.54626717430888,36444.0
150.0,10.0,100.0,0.0,0.0,false,3.6857205914809095,334.0
150.0,20.0,100.0,0.0,0.0,false,2.2182588340207334,398.0
150.0,30.0,100.0,0.0,0.0,false,1.665131700128937,452.0
150.0,40.0,100.0,0.0,0.0,false,2.0050333250366434,725.0
150.0,50.0,100.0,0.0,0.0,false,2.6895406751521858,1215.0
150.0,60.0,100.0,0.0,0.0,false,81.48120922539741,44338.0
150.0,70.0,100.0,0.0,0.0,false,98.49553882174271,62261.0
150.0,80.0,100.0,0.0,0.0,false,100.19438355597833,72678.0
150.0,90.0,100.0,0.0,0.0,false,100.3579291767629,81592.0
200.0,10.0,100.0,0.0,0.0,false,2.7153266488136016,436.0
200.0,20.0,100.0,0.0,0.0,false,1.6619552048709265,535.0
200.0,30.0,100.0,0.0,0.0,false,1.3231573271392425,638.0
200.0,40.0,100.0,0.0,0.0,false,1.2864039869179256,826.0
200.0,50.0,100.0,0.0,0.0,false,2.502710854635873,2008.0
200.0,60.0,100.0,0.0,0.0,false,76.15008461466584,73347.0
200.0,70.0,100.0,0.0,0.0,false,98.62171577231138,110694.0
200.0,80.0,100.0,0.0,0.0,false,100.10068528433837,128251.0
200.0,90.0,100.0,0.0,0.0,false,100.26091723511001,144483.0
250.0,10.0,100.0,0.0,0.0,false,2.28237366861536,570.0
250.0,20.0,100.0,0.0,0.0,false,1.2870553854160411,643.0
250.0,30.0,100.0,0.0,0.0,false,1.0488999827396206,790.0
250.0,40.0,100.0,0.0,0.0,false,1.0619876485131172,1061.0
250.0,50.0,100.0,0.0,0.0,false,1.47054145193103,1849.0
250.0,60.0,100.0,0.0,0.0,false,75.02330536689307,112670.0
250.0,70.0,100.0,0.0,0.0,false,98.50636168691923,172263.0
250.0,80.0,100.0,0.0,0.0,false,100.01996795143795,200361.0
250.0,90.0,100.0,0.0,0.0,false,100.21023871408421,225932.0
300.0,10.0,100.0,0.0,0.0,false,1.8251520960080005,657.0
300.0,20.0,100.0,0.0,0.0,false,1.1106347076803917,803.0
300.0,30.0,100.0,0.0,0.0,false,0.8283750749504173,898.0
300.0,40.0,100.0,0.0,0.0,false,0.9128049330309147,1316.0
300.0,50.0,100.0,0.0,0.0,false,1.2416676833664222,2239.0
300.0,60.0,100.0,0.0,0.0,false,74.36877461199907,160525.0
300.0,70.0,100.0,0.0,0.0,false,98.49086828602923,248392.0
300.0,80.0,100.0,0.0,0.0,false,99.99653105400455,288262.0
300.0,90.0,100.0,0.0,0.0,false,100.17357257368356,324923.0
350.0,10.0,100.0,0.0,0.0,false,1.5899461104940555,773.0
350.0,20.0,100.0,0.0,0.0,false,0.9205948772201087,905.0
350.0,30.0,100.0,0.0,0.0,false,0.7498999002395608,1105.0
350.0,40.0,100.0,0.0,0.0,false,0.7506029809952628,1472.0
350.0,50.0,100.0,0.0,0.0,false,0.9481318502220593,2327.0
350.0,60.0,100.0,0.0,0.0,false,77.18848279441849,227520.0
350.0,70.0,100.0,0.0,0.0,false,98.45056688352327,338222.0
350.0,80.0,100.0,0.0,0.0,false,99.96027157940846,392510.0
350.0,90.0,100.0,0.0,0.0,false,100.14692419841549,443055.0
400.0,10.0,100.0,0.0,0.0,false,1.3903826669784116,892.0
400.0,20.0,100.0,0.0,0.0,false,0.7925703376834726,1013.0
400.0,30.0,100.0,0.0,0.0,false,0.629624045295497,1211.0
400.0,40.0,100.0,0.0,0.0,false,0.6766923154883021,1736.0
400.0,50.0,100.0,0.0,0.0,false,1.118667194173336,3591.0
400.0,60.0,100.0,0.0,0.0,false,75.87579886839431,291942.0
400.0,70.0,100.0,0.0,0.0,false,98.41367911797704,441221.0
400.0,80.0,100.0,0.0,0.0,false,99.93420718683987,511877.0
400.0,90.0,100.0,0.0,0.0,false,100.12625102102044,577357.0
450.0,10.0,100.0,0.0,0.0,false,1.2370828549205526,1002.0
450.0,20.0,100.0,0.0,0.0,false,0.6865680856975273,1112.0
450.0,30.0,100.0,0.0,0.0,false,0.5530464772540648,1347.0
450.0,40.0,100.0,0.0,0.0,false,0.5967061083862149,1938.0
450.0,50.0,100.0,0.0,0.0,false,0.8631346741777642,3498.0
450.0,60.0,100.0,0.0,0.0,false,68.14128211237174,331769.0
450.0,70.0,100.0,0.0,0.0,false,98.36274658333011,558364.0
450.0,80.0,100.0,0.0,0.0,false,99.93233453558987,648341.0
450.0,90.0,100.0,0.0,0.0,false,100.11110365244696,730760.0
500.0,10.0,100.0,0.0,0.0,false,1.1198978828644655,1123.0
500.0,20.0,100.0,0.0,0.0,false,0.635137629784113,1273.0
500.0,30.0,100.0,0.0,0.0,false,0.5158082602438789,1552.0
500.0,40.0,100.0,0.0,0.0,false,0.535268020981308,2144.0
500.0,50.0,100.0,0.0,0.0,false,0.8278549305624938,4143.0
500.0,60.0,100.0,0.0,0.0,false,72.68293251537828,436477.0
500.0,70.0,100.0,0.0,0.0,false,98.43781208091991,689990.0
500.0,80.0,100.0,0.0,0.0,false,99.90896648867887,800075.0
500.0,90.0,100.0,0.0,0.0,false,100.10032817523692,901947.0
