L/2,density,probability_of_spread,south_wind_speed,west_wind_speed,big-jumps,percentage-burned
450,51,100,-20,0,FALSE,2.763928705
450,52,100,-20,0,FALSE,3.175719045
450,53,100,-20,0,FALSE,3.454589111
450,54,100,-20,0,FALSE,4.199172577
450,55,100,-20,0,FALSE,4.497254583
450,56,100,-20,0,FALSE,3.347304033
450,57,100,-20,0,FALSE,7.553048164
450,58,100,-20,0,FALSE,7.105291991
450,59,100,-20,0,FALSE,14.94159855
450,60,100,-20,0,FALSE,26.39264324
450,61,100,-20,0,FALSE,60.41634059
450,62,100,-20,0,FALSE,20.61765086
450,63,100,-20,0,FALSE,39.35534314
450,64,100,-20,0,FALSE,84.08525047
450,65,100,-20,0,FALSE,91.03966494
450,66,100,-20,0,FALSE,93.14871253
450,67,100,-20,0,FALSE,95.25447043
450,68,100,-20,0,FALSE,95.53705794
450,69,100,-20,0,FALSE,96.85171557
450,70,100,-20,0,FALSE,96.91656175
450,50,100,-10,0,FALSE,2.280408073
450,51,100,-10,0,FALSE,3.222787259
450,52,100,-10,0,FALSE,4.035293392
450,53,100,-10,0,FALSE,5.709409898
450,54,100,-10,0,FALSE,3.025557689
450,55,100,-10,0,FALSE,3.993146309
450,56,100,-10,0,FALSE,6.87243381
450,57,100,-10,0,FALSE,19.48521174
450,58,100,-10,0,FALSE,12.39025733
450,59,100,-10,0,FALSE,12.52176752
450,60,100,-10,0,FALSE,64.82212392
450,61,100,-10,0,FALSE,43.83619218
450,62,100,-10,0,FALSE,70.7670118
450,63,100,-10,0,FALSE,86.29599636
450,64,100,-10,0,FALSE,90.23278974
450,65,100,-10,0,FALSE,92.39938194
450,66,100,-10,0,FALSE,93.91579813
450,67,100,-10,0,FALSE,95.66438894
450,68,100,-10,0,FALSE,96.77002584
450,69,100,-10,0,FALSE,97.31683581
450,70,100,-10,0,FALSE,98.03738104
450,50,100,0,0,FALSE,3.954028843
450,51,100,0,0,FALSE,3.922920257
450,52,100,0,0,FALSE,3.53898388
450,53,100,0,0,FALSE,3.623101399
450,54,100,0,0,FALSE,4.452317685
450,55,100,0,0,FALSE,6.178177597
450,56,100,0,0,FALSE,10.10330344
450,57,100,0,0,FALSE,7.28914152
450,58,100,0,0,FALSE,46.78700559
450,59,100,0,0,FALSE,34.54020974
450,60,100,0,0,FALSE,51.43414165
450,61,100,0,0,FALSE,80.74641298
450,62,100,0,0,FALSE,89.93718787
450,63,100,0,0,FALSE,90.29759789
450,64,100,0,0,FALSE,91.81425324
450,65,100,0,0,FALSE,95.84270212
450,66,100,0,0,FALSE,96.44212409
450,67,100,0,0,FALSE,96.96407328
450,68,100,0,0,FALSE,97.55491479
450,69,100,0,0,FALSE,98.11107523
450,70,100,0,0,FALSE,98.80304927
450,50,100,10,0,FALSE,3.1531675
450,51,100,10,0,FALSE,2.634618386
450,52,100,10,0,FALSE,3.072668613
450,53,100,10,0,FALSE,6.690565128
450,54,100,10,0,FALSE,7.203087886
450,55,100,10,0,FALSE,6.958680099
450,56,100,10,0,FALSE,5.843822977
450,57,100,10,0,FALSE,10.79229242
450,58,100,10,0,FALSE,13.98058785
450,59,100,10,0,FALSE,50.50469515
450,60,100,10,0,FALSE,36.21898741
450,61,100,10,0,FALSE,56.58985454
450,62,100,10,0,FALSE,82.81061365
450,63,100,10,0,FALSE,89.41090062
450,64,100,10,0,FALSE,89.47014256
450,65,100,10,0,FALSE,91.36277804
450,66,100,10,0,FALSE,94.46449769
450,67,100,10,0,FALSE,95.45963725
450,68,100,10,0,FALSE,96.99147152
450,69,100,10,0,FALSE,97.57706719
450,70,100,10,0,FALSE,98.09410906
450,50,100,20,0,FALSE,2.281417283
450,51,100,20,0,FALSE,4.394573983
450,52,100,20,0,FALSE,3.135439973
450,53,100,20,0,FALSE,3.974250484
450,54,100,20,0,FALSE,2.903966106
450,55,100,20,0,FALSE,6.361153086
450,56,100,20,0,FALSE,5.329260983
450,57,100,20,0,FALSE,6.214435879
450,58,100,20,0,FALSE,9.605266782
450,59,100,20,0,FALSE,21.13569801
450,60,100,20,0,FALSE,16.35652104
450,61,100,20,0,FALSE,8.937552389
450,62,100,20,0,FALSE,50.5937998
450,63,100,20,0,FALSE,74.42855335
450,64,100,20,0,FALSE,82.67942823
450,65,100,20,0,FALSE,89.63039266
450,66,100,20,0,FALSE,93.14431624
450,67,100,20,0,FALSE,94.55096827
450,68,100,20,0,FALSE,96.31913347
450,69,100,20,0,FALSE,96.76682886
450,70,100,20,0,FALSE,97.71564951
450,50,100,0,-20,FALSE,2.509979243
450,51,100,0,-20,FALSE,2.858388342
450,52,100,0,-20,FALSE,2.808370044
450,53,100,0,-20,FALSE,2.762214591
450,54,100,0,-20,FALSE,3.017228642
450,55,100,0,-20,FALSE,2.278913534
450,56,100,0,-20,FALSE,4.273528575
450,57,100,0,-20,FALSE,3.238047053
450,58,100,0,-20,FALSE,4.306867783
450,59,100,0,-20,FALSE,7.534486004
450,60,100,0,-20,FALSE,4.604931391
450,61,100,0,-20,FALSE,7.61481943
450,62,100,0,-20,FALSE,67.19583504
450,63,100,0,-20,FALSE,22.47957444
450,64,100,0,-20,FALSE,72.34858865
450,65,100,0,-20,FALSE,89.68091335
450,66,100,0,-20,FALSE,93.34365325
450,67,100,0,-20,FALSE,94.01904762
450,68,100,0,-20,FALSE,95.02099017
450,69,100,0,-20,FALSE,96.56374847
450,70,100,0,-20,FALSE,97.18348311
450,50,100,0,-10,FALSE,2.755179865
450,51,100,0,-10,FALSE,2.333729588
450,52,100,0,-10,FALSE,3.487513839
450,53,100,0,-10,FALSE,4.519021081
450,54,100,0,-10,FALSE,3.944515401
450,55,100,0,-10,FALSE,4.653789349
450,56,100,0,-10,FALSE,5.183831925
450,57,100,0,-10,FALSE,6.460469547
450,58,100,0,-10,FALSE,8.258092931
450,59,100,0,-10,FALSE,32.55870184
450,60,100,0,-10,FALSE,12.08334436
450,61,100,0,-10,FALSE,5.793233378
450,62,100,0,-10,FALSE,80.00411968
450,63,100,0,-10,FALSE,84.65315372
450,64,100,0,-10,FALSE,89.8300015
450,65,100,0,-10,FALSE,93.1402439
450,66,100,0,-10,FALSE,95.29673089
450,67,100,0,-10,FALSE,96.00038046
450,68,100,0,-10,FALSE,97.18230882
450,69,100,0,-10,FALSE,97.19546284
450,70,100,0,-10,FALSE,98.21870249
450,50,100,0,0,FALSE,3.067818298
450,51,100,0,0,FALSE,3.484331368
450,52,100,0,0,FALSE,2.700289427
450,53,100,0,0,FALSE,5.393124066
450,54,100,0,0,FALSE,6.718951188
450,55,100,0,0,FALSE,5.581651589
450,56,100,0,0,FALSE,5.649525429
450,57,100,0,0,FALSE,13.58200217
450,58,100,0,0,FALSE,9.405954178
450,59,100,0,0,FALSE,37.23959037
450,60,100,0,0,FALSE,72.5827885
450,61,100,0,0,FALSE,84.52715356
450,62,100,0,0,FALSE,88.64256656
450,63,100,0,0,FALSE,93.0569896
450,64,100,0,0,FALSE,92.4532558
450,65,100,0,0,FALSE,94.4380212
450,66,100,0,0,FALSE,96.28996533
450,67,100,0,0,FALSE,96.74680405
450,68,100,0,0,FALSE,98.2858742
450,69,100,0,0,FALSE,98.11181386
450,70,100,0,0,FALSE,98.93093039
450,50,100,0,10,FALSE,2.515663264
450,51,100,0,10,FALSE,3.444266365
450,52,100,0,10,FALSE,3.29201815
450,53,100,0,10,FALSE,3.289059455
450,54,100,0,10,FALSE,7.282222809
450,55,100,0,10,FALSE,5.668309655
450,56,100,0,10,FALSE,5.109990834
450,57,100,0,10,FALSE,10.4547232
450,58,100,0,10,FALSE,16.06053075
450,59,100,0,10,FALSE,41.23421401
450,60,100,0,10,FALSE,52.80202235
450,61,100,0,10,FALSE,63.07447668
450,62,100,0,10,FALSE,81.40604807
450,63,100,0,10,FALSE,87.05953827
450,64,100,0,10,FALSE,90.94415688
450,65,100,0,10,FALSE,92.46297797
450,66,100,0,10,FALSE,95.0611047
450,67,100,0,10,FALSE,95.35948492
450,68,100,0,10,FALSE,96.93265899
450,69,100,0,10,FALSE,97.43149493
450,70,100,0,10,FALSE,98.233674
450,50,100,0,20,FALSE,3.503449157
450,51,100,0,20,FALSE,3.123251911
450,52,100,0,20,FALSE,4.250702848
450,53,100,0,20,FALSE,3.100681667
450,54,100,0,20,FALSE,4.807125162
450,55,100,0,20,FALSE,6.271313797
450,56,100,0,20,FALSE,4.713190665
450,57,100,0,20,FALSE,7.275931521
450,58,100,0,20,FALSE,10.4466105
450,59,100,0,20,FALSE,29.48638027
450,60,100,0,20,FALSE,21.22526717
450,61,100,0,20,FALSE,53.75597274
450,62,100,0,20,FALSE,77.03232753
450,63,100,0,20,FALSE,83.43682676
450,64,100,0,20,FALSE,83.57341484
450,65,100,0,20,FALSE,90.04896348
450,66,100,0,20,FALSE,93.13996317
450,67,100,0,20,FALSE,95.27759293
450,68,100,0,20,FALSE,95.78737853
450,69,100,0,20,FALSE,96.30357845
450,70,100,0,20,FALSE,97.81754593
450,50,100,0,-20,FALSE,2.161645146
450,51,100,0,-20,FALSE,3.848931027
450,52,100,0,-20,FALSE,3.09591874
450,53,100,0,-20,FALSE,3.455880132
450,54,100,0,-20,FALSE,2.98336033
450,55,100,0,-20,FALSE,3.245920746
450,56,100,0,-20,FALSE,3.411033854
450,57,100,0,-20,FALSE,3.777990323
450,58,100,0,-20,FALSE,4.289144655
450,59,100,0,-20,FALSE,5.394860756
450,60,100,0,-20,FALSE,8.016698131
450,61,100,0,-20,FALSE,10.80661296
450,62,100,0,-20,FALSE,24.63890813
450,63,100,0,-20,FALSE,25.55324859
450,64,100,0,-20,FALSE,75.91271715
450,65,100,0,-20,FALSE,85.69052801
450,66,100,0,-20,FALSE,91.57940663
450,67,100,0,-20,FALSE,92.21941812
450,68,100,0,-20,FALSE,95.28817838
450,69,100,0,-20,FALSE,96.73571296
450,70,100,0,-20,FALSE,97.18088737
450,50,100,0,-10,FALSE,2.943239796
450,51,100,0,-10,FALSE,2.273511242
450,52,100,0,-10,FALSE,3.680812655
450,53,100,0,-10,FALSE,3.386777157
450,54,100,0,-10,FALSE,3.732178626
450,55,100,0,-10,FALSE,2.744157832
450,56,100,0,-10,FALSE,3.785569829
450,57,100,0,-10,FALSE,6.272002704
450,58,100,0,-10,FALSE,5.360978027
450,59,100,0,-10,FALSE,11.73547917
450,60,100,0,-10,FALSE,10.14177819
450,61,100,0,-10,FALSE,16.47621787
450,62,100,0,-10,FALSE,25.63089242
450,63,100,0,-10,FALSE,88.47880928
450,64,100,0,-10,FALSE,89.06673294
450,65,100,0,-10,FALSE,93.72853919
450,66,100,0,-10,FALSE,95.09104923
450,67,100,0,-10,FALSE,96.36428317
450,68,100,0,-10,FALSE,96.90726477
450,69,100,0,-10,FALSE,97.36567493
450,70,100,0,-10,FALSE,97.97781531
450,50,100,0,0,FALSE,3.470363289
450,51,100,0,0,FALSE,4.253986154
450,52,100,0,0,FALSE,3.374289382
450,53,100,0,0,FALSE,5.649871388
450,54,100,0,0,FALSE,4.502460441
450,55,100,0,0,FALSE,6.038850129
450,56,100,0,0,FALSE,9.552247335
450,57,100,0,0,FALSE,9.932102576
450,58,100,0,0,FALSE,8.992894571
450,59,100,0,0,FALSE,25.25389303
450,60,100,0,0,FALSE,72.98403167
450,61,100,0,0,FALSE,85.093719
450,62,100,0,0,FALSE,87.26511962
450,63,100,0,0,FALSE,89.79843169
450,64,100,0,0,FALSE,93.00697559
450,65,100,0,0,FALSE,95.97981374
450,66,100,0,0,FALSE,96.45707376
450,67,100,0,0,FALSE,97.13521772
450,68,100,0,0,FALSE,97.8037449
450,69,100,0,0,FALSE,98.31410004
450,70,100,0,0,FALSE,98.22725819
450,50,100,0,10,FALSE,3.255369928
450,51,100,0,10,FALSE,4.025982176
450,52,100,0,10,FALSE,4.564137169
450,53,100,0,10,FALSE,5.181503238
450,54,100,0,10,FALSE,4.020560692
450,55,100,0,10,FALSE,7.764227642
450,56,100,0,10,FALSE,11.49405627
450,57,100,0,10,FALSE,14.45614819
450,58,100,0,10,FALSE,37.31870177
450,59,100,0,10,FALSE,37.48647772
450,60,100,0,10,FALSE,62.40475302
450,61,100,0,10,FALSE,76.807056
450,62,100,0,10,FALSE,85.65876608
450,63,100,0,10,FALSE,88.52919588
450,64,100,0,10,FALSE,90.175675
450,65,100,0,10,FALSE,93.65973072
450,66,100,0,10,FALSE,94.36531463
450,67,100,0,10,FALSE,96.03863815
450,68,100,0,10,FALSE,96.26271405
450,69,100,0,10,FALSE,97.727797
450,70,100,0,10,FALSE,98.64880106
450,50,100,0,20,FALSE,2.844913591
450,51,100,0,20,FALSE,3.372755147
450,52,100,0,20,FALSE,3.967402959
450,53,100,0,20,FALSE,3.974385954
450,54,100,0,20,FALSE,5.916967296
450,55,100,0,20,FALSE,4.196376388
450,56,100,0,20,FALSE,6.264441592
450,57,100,0,20,FALSE,9.312891986
450,58,100,0,20,FALSE,6.741294901
450,59,100,0,20,FALSE,18.14007509
450,60,100,0,20,FALSE,33.64132161
450,61,100,0,20,FALSE,53.13731673
450,62,100,0,20,FALSE,79.8992262
450,63,100,0,20,FALSE,79.18849824
450,64,100,0,20,FALSE,88.58182362
450,65,100,0,20,FALSE,92.06950486
450,66,100,0,20,FALSE,93.19523064
450,67,100,0,20,FALSE,95.41847298
450,68,100,0,20,FALSE,95.4314602
450,69,100,0,20,FALSE,96.75459191
450,70,100,0,20,FALSE,97.21994722
450,50,100,0,-20,FALSE,2.131330884
450,51,100,0,-20,FALSE,2.883448941
450,52,100,0,-20,FALSE,2.222496986
450,53,100,0,-20,FALSE,2.826204983
450,54,100,0,-20,FALSE,2.406511738
450,55,100,0,-20,FALSE,3.209187198
450,56,100,0,-20,FALSE,3.589013804
450,57,100,0,-20,FALSE,3.510641281
450,58,100,0,-20,FALSE,4.097145993
450,59,100,0,-20,FALSE,3.904964807
450,60,100,0,-20,FALSE,6.788163407
450,61,100,0,-20,FALSE,11.46486784
450,62,100,0,-20,FALSE,16.43099548
450,63,100,0,-20,FALSE,17.30949189
450,64,100,0,-20,FALSE,86.6643428
450,65,100,0,-20,FALSE,90.29126214
450,66,100,0,-20,FALSE,92.22721916
450,67,100,0,-20,FALSE,93.7047619
450,68,100,0,-20,FALSE,95.72904438
450,69,100,0,-20,FALSE,96.649765
450,70,100,0,-20,FALSE,97.56286091
450,50,100,0,-10,FALSE,2.705044282
450,51,100,0,-10,FALSE,3.229011426
450,52,100,0,-10,FALSE,3.614568926
450,53,100,0,-10,FALSE,2.979336857
450,54,100,0,-10,FALSE,3.562642639
450,55,100,0,-10,FALSE,4.310270114
450,56,100,0,-10,FALSE,4.895842239
450,57,100,0,-10,FALSE,5.764748828
450,58,100,0,-10,FALSE,11.41913283
450,59,100,0,-10,FALSE,5.337972703
450,60,100,0,-10,FALSE,15.29365079
450,61,100,0,-10,FALSE,34.36334715
450,62,100,0,-10,FALSE,84.40310396
450,63,100,0,-10,FALSE,82.14385316
450,64,100,0,-10,FALSE,91.2347523
450,65,100,0,-10,FALSE,92.2559005
450,66,100,0,-10,FALSE,95.6032547
450,67,100,0,-10,FALSE,95.28983784
450,68,100,0,-10,FALSE,96.70945158
450,69,100,0,-10,FALSE,97.46592303
450,70,100,0,-10,FALSE,97.82638383
450,50,100,0,0,FALSE,2.849773929
450,51,100,0,0,FALSE,2.770238652
450,52,100,0,0,FALSE,5.220118052
450,53,100,0,0,FALSE,5.826325466
450,54,100,0,0,FALSE,3.655135584
450,55,100,0,0,FALSE,4.969213425
450,56,100,0,0,FALSE,5.673331035
450,57,100,0,0,FALSE,14.298113
450,58,100,0,0,FALSE,19.30466858
450,59,100,0,0,FALSE,29.4273796
450,60,100,0,0,FALSE,76.26254622
450,61,100,0,0,FALSE,72.14274485
450,62,100,0,0,FALSE,88.57858194
450,63,100,0,0,FALSE,92.74026564
450,64,100,0,0,FALSE,92.30348531
450,65,100,0,0,FALSE,94.99473774
450,66,100,0,0,FALSE,96.75138175
450,67,100,0,0,FALSE,96.85833831
450,68,100,0,0,FALSE,97.80101275
450,69,100,0,0,FALSE,98.39424142
450,70,100,0,0,FALSE,98.6281391
450,50,100,0,10,FALSE,2.319136058
450,51,100,0,10,FALSE,3.51696234
450,52,100,0,10,FALSE,4.202246503
450,53,100,0,10,FALSE,3.652272592
450,54,100,0,10,FALSE,4.97785651
450,55,100,0,10,FALSE,5.840877437
450,56,100,0,10,FALSE,5.917667238
450,57,100,0,10,FALSE,8.063703538
450,58,100,0,10,FALSE,20.98197161
450,59,100,0,10,FALSE,42.85946078
450,60,100,0,10,FALSE,27.5113579
450,61,100,0,10,FALSE,79.50787556
450,62,100,0,10,FALSE,85.98659028
450,63,100,0,10,FALSE,84.92725608
450,64,100,0,10,FALSE,92.77801185
450,65,100,0,10,FALSE,91.52312324
450,66,100,0,10,FALSE,93.46102879
450,67,100,0,10,FALSE,95.97701149
450,68,100,0,10,FALSE,97.29558865
450,69,100,0,10,FALSE,97.97079418
450,70,100,0,10,FALSE,97.89651012
450,50,100,0,20,FALSE,2.912869704
450,51,100,0,20,FALSE,5.42225581
450,52,100,0,20,FALSE,4.491356892
450,53,100,0,20,FALSE,4.729385689
450,54,100,0,20,FALSE,3.313075289
450,55,100,0,20,FALSE,4.471047419
450,56,100,0,20,FALSE,10.84354436
450,57,100,0,20,FALSE,11.81914478
450,58,100,0,20,FALSE,17.41127923
450,59,100,0,20,FALSE,34.46918273
450,60,100,0,20,FALSE,16.58263305
450,61,100,0,20,FALSE,71.66653653
450,62,100,0,20,FALSE,54.73670691
450,63,100,0,20,FALSE,78.04970354
450,64,100,0,20,FALSE,89.68281545
450,65,100,0,20,FALSE,89.30307546
450,66,100,0,20,FALSE,93.76788247
450,67,100,0,20,FALSE,95.02997716
450,68,100,0,20,FALSE,96.41788952
450,69,100,0,20,FALSE,96.84721099
450,70,100,0,20,FALSE,97.79497364
450,50,20,0,0,FALSE,0.879253428
450,51,20,0,0,FALSE,0.898475409
450,52,20,0,0,FALSE,0.908951798
450,53,20,0,0,FALSE,0.886891386
450,54,20,0,0,FALSE,0.852733764
450,55,20,0,0,FALSE,0.886853698
450,56,20,0,0,FALSE,0.880665519
450,57,20,0,0,FALSE,0.766605114
450,58,20,0,0,FALSE,0.79088546
450,59,20,0,0,FALSE,0.736947628
450,60,20,0,0,FALSE,0.777901254
450,61,20,0,0,FALSE,0.760545711
450,62,20,0,0,FALSE,0.763810308
450,63,20,0,0,FALSE,0.789054399
450,64,20,0,0,FALSE,0.733185366
450,65,20,0,0,FALSE,0.711314578
450,66,20,0,0,FALSE,0.760108724
450,67,20,0,0,FALSE,0.739327451
